id_saisi,ecole_id,genre_saisi,anciennete,vague,visite1,visite2,visite3,visite4
2545,E00409,Homme,0,2,P,P,P,P
2546,E00409,Femme,9,2,P,P,A,P
2547,E00409,Homme,0,2,A,P,A,P
2548,E00409,Homme,21,2,P,P,P,P
2549,E00409,Homme,6,2,P,P,P,P
2551,E00409,Homme,0,2,P,P,P,P
2553,E00409,Homme,11,2,P,A,P,P
2553,E00409,Femme,7,2,P,P,P,P
2554,E00410,Homme,11,2,P,P,P,P
2555,E00410,Homme,18,2,P,P,P,P
2556,E00410,Homme,3,2,P,P,P,A
2557,E00410,Homme,4,2,P,A,A,A
2558,E00411,Femme,12,2,P,P,P,P
2559,E00411,Homme,14,2,A,A,P,P
2560,E00411,Homme,7,2,A,A,A,P
2561,E00411,Homme,5,2,A,P,P,P
2562,E00411,Homme,7,2,ND,P,P,P
2563,E00412,Homme,14,2,P,P,P,P
2564,E00412,Homme,12,2,A,A,P,P
2565,E00412,Homme,2,2,P,P,P,P
2566,E00412,Femme,7,2,A,A,A,P
2567,E00412,Femme,0,2,A,P,P,A
2568,E00412,Femme,7,2,P,P,ND,P
2569,E00413,Homme,9,2,P,P,P,P
2570,E00413,Homme,0,2,P,P,P,P
2551,E00414,Femme,13,2,P,P,P,P
2572,E00414,Femme,10,2,P,A,P,P
2573,E00414,Homme,11,2,P,P,P,P
2574,E00414,Homme,18,2,P,P,P,P
2575,E00414,Femme,13,2,P,P,P,P
2576,E00414,Femme,16,2,P,P,P,P
2577,E00414,Femme,7,2,P,A,P,P
2578,E00414,Femme,0,2,P,P,P,P
2579,E00414,Femme,11,2,P,ND,P,P
2580,E00414,Homme,23,2,P,P,A,P
2581,E00414,Femme,25,2,P,P,P,P
2582,E00414,Femme,0,2,P,P,P,P
2583,E00414,Femme,20,2,P,P,P,P
2584,E00414,Homme,8,2,P,P,P,A
2585,E00415,Homme,15,2,P,P,P,P
2586,E00415,Homme,27,2,P,P,P,P
2587,E00415,Homme,3,2,P,P,A,P
2988,E00415,Femme,0,2,P,P,A,P
2589,E00415,Homme,0,2,P,P,P,P
2590,E00415,Femme,18,2,P,P,P,P
2591,E00415,Femme,0,2,P,P,P,P
2592,E00415,Femme,21,2,P,P,P,P
2593,E00416,Homme,7,2,P,P,A,P
2594,E00416,Homme,3,2,P,P,P,P
2594,E00417,Homme,9,2,ND,P,P,P
2597,E00417,Homme,5,2,P,A,A,P
2598,E00417,Femme,0,2,A,P,P,P
2599,E00417,Homme,18,2,A,A,P,P
2600,E00418,Femme,0,2,P,P,P,A
2604,E00418,Femme,17,2,P,A,P,P
2602,E00418,Femme,14,2,P,P,P,P
2603,E00418,Femme,6,2,P,P,P,A
2604,E00418,Homme,10,2,P,P,A,P
2605,E00418,Homme,2,2,P,P,P,P
2606,E00418,Femme,28,2,P,P,P,P
2607,E00418,Femme,9,2,P,P,P,P
2608,E00418,Femme,8,2,P,P,P,P
2609,E00418,Femme,3,2,P,P,P,P
2610,E00418,Homme,4,2,P,P,P,P
2611,E00418,Homme,13,2,P,P,P,P
2632,E00418,Femme,4,2,A,P,P,P
2613,E00418,Homme,6,2,P,P,P,ND
2614,E00418,Homme,9,2,P,P,P,P
2615,E00418,Homme,16,2,A,P,P,P
2616,E00418,Homme,15,2,P,P,P,P
2617,E00418,Femme,16,2,P,P,P,P
2648,E00418,Femme,10,2,P,P,P,P
2619,E00418,Homme,18,2,P,A,P,A
2620,E00418,Femme,7,2,P,P,P,P
2621,E00418,Femme,6,2,P,P,P,P
2622,E00418,Femme,15,2,P,P,P,P
2623,E00418,Homme,0,2,P,P,P,P
2624,E00418,Homme,10,2,P,P,P,P
2225,E00418,Homme,20,2,P,P,P,P
2626,E00418,Homme,11,2,P,P,P,P
2627,E00419,Homme,0,2,A,P,P,A
2628,E00419,Femme,3,2,P,ND,P,P
2629,E00419,Homme,1,2,P,P,P,P
2630,E00419,Homme,4,2,P,P,P,P
2631,E00419,Homme,14,2,P,P,P,P
2632,E00419,Femme,14,2,A,P,P,P
2633,E00420,Homme,12,2,P,P,P,P
2634,E00420,Femme,18,2,P,P,P,P
2635,E00420,Homme,7,2,P,A,P,P
2636,E00420,Homme,5,2,P,P,P,P
2637,E00421,Femme,0,2,P,P,P,P
2638,E00421,Homme,13,2,P,A,A,P
2639,E00421,Homme,11,2,P,P,P,P
2640,E00422,Femme,2,2,P,P,P,P
2541,E00422,Homme,18,2,A,P,P,P
2642,E00422,Femme,12,2,P,A,P,P
2643,E00422,Homme,22,2,P,P,P,ND
2644,E00422,Femme,17,2,P,P,A,P
7645,E00422,Homme,6,2,P,P,P,P
2647,E00422,Femme,11,2,ND,P,P,P
2648,E00422,Homme,14,2,P,P,P,P
2649,E00422,Femme,0,2,A,P,P,A
2650,E00423,Homme,10,2,P,P,P,P
2651,E00423,Femme,8,2,A,P,P,P
2652,E00423,Homme,11,2,P,P,P,P
2653,E00423,Homme,9,2,P,P,A,P
2654,E00423,Femme,7,2,P,P,P,P
2655,E00423,Femme,11,2,A,A,P,A
2656,E00424,Homme,13,2,P,P,A,P
2657,E00424,Femme,21,2,P,P,P,P
2658,E00424,Homme,9,2,P,ND,P,P
2659,E00425,Homme,23,2,P,A,P,P
2660,E00425,Homme,4,2,P,P,A,A
2662,E00426,Homme,3,2,P,P,P,P
2663,E00426,Homme,18,2,P,P,P,P
2664,E00426,Homme,18,2,P,P,A,A
2665,E00426,Femme,20,2,P,P,P,A
2666,E00427,Homme,19,2,P,P,P,P
2668,E00427,Femme,10,2,P,P,P,A
2669,E00427,Homme,0,2,P,P,A,A
2670,E00427,Homme,15,2,ND,A,A,P
2671,E00427,Homme,10,2,P,P,P,P
2672,E00427,Homme,17,2,P,P,P,P
2673,E00427,Homme,17,2,P,A,P,P
2674,E00428,Femme,21,2,A,P,A,A
2675,E00428,Homme,13,2,P,P,A,P
2676,E00428,Femme,0,2,P,P,A,P
2677,E00428,Homme,0,2,P,P,P,P
2678,E00428,Femme,24,2,A,A,A,A
2679,E00428,Femme,8,2,A,A,P,A
2680,E00428,Homme,14,2,P,P,A,P
2681,E00429,Femme,4,2,P,P,P,P
2682,E00429,Homme,10,2,P,P,P,P
2683,E00429,Homme,11,2,P,P,P,P
2684,E00429,Femme,5,2,A,P,P,A
2684,E00429,Homme,9,2,P,P,P,A
2686,E00429,Femme,22,2,P,P,P,P
2687,E00429,Homme,17,2,ND,P,P,P
2688,E00430,Homme,6,2,A,P,P,P
2689,E00430,Homme,3,2,P,P,P,P
2690,E00431,Homme,13,2,A,P,P,P
2691,E00431,Homme,10,2,P,P,P,P
2693,E00431,Homme,3,2,P,P,A,P
2694,E00432,Homme,4,2,P,P,A,P
2695,E00432,Homme,7,2,P,P,P,P
2696,E00432,Homme,13,2,P,P,P,P
2697,E00432,Femme,18,2,P,A,P,A
2698,E00432,Homme,13,2,A,P,P,P
2699,E00433,Homme,5,2,P,P,P,P
2700,E00433,Homme,23,2,P,A,P,P
2701,E00434,Homme,14,2,P,P,P,P
2702,E00434,Femme,14,2,P,P,P,P
2703,E00434,Femme,1,2,P,P,A,P
2704,E00434,Homme,25,2,P,P,A,P
2705,E00434,Homme,8,2,P,P,P,P
2707,E00434,Femme,5,2,P,P,P,P
2008,E00435,Femme,3,2,P,P,P,P
2709,E00435,Homme,15,2,ND,P,A,A
2710,E00435,Femme,19,2,P,P,P,P
2714,E00435,Homme,7,2,P,P,P,P
2712,E00435,Homme,5,2,P,P,A,P
2713,E00435,Homme,21,2,P,P,P,P
2714,E00435,Femme,15,2,P,P,P,P
2715,E00435,Femme,14,2,P,P,P,P
2716,E00435,Homme,16,2,P,P,A,P
2717,E00436,Homme,16,2,P,P,P,P
2718,E00436,Homme,18,2,P,P,P,P
2719,E00436,Femme,11,2,P,A,P,P
2720,E00436,Homme,5,2,ND,P,P,P
2721,E00436,Homme,8,2,P,P,P,P
2722,E00436,Femme,15,2,P,P,P,P
2723,E00436,Femme,0,2,A,P,P,P
2724,E00436,Femme,12,2,P,P,P,P
2725,E00436,Homme,17,2,P,P,P,P
2726,E00436,Homme,18,2,P,A,P,P
2727,E00436,Femme,9,2,P,P,P,P
2728,E00437,Homme,0,2,P,P,P,P
2730,E00437,Homme,9,2,P,P,A,P
2731,E00437,Femme,0,2,A,P,P,P
2732,E00437,Homme,13,2,A,P,P,P
2783,E00437,Homme,0,2,P,P,P,P
2734,E00437,Femme,23,2,A,A,A,A
2735,E00437,Femme,12,2,P,A,P,P
2736,E00437,Femme,9,2,A,A,A,A
2737,E00437,Homme,0,2,P,P,P,P
2738,E00437,Homme,16,2,P,P,A,P
2739,E00438,Homme,12,2,P,P,P,A
2740,E00438,Homme,10,2,P,P,P,P
2741,E00438,Femme,5,2,ND,P,P,P
2742,E00438,Femme,11,2,A,P,P,A
2743,E00438,Femme,13,2,P,P,P,P
2744,E00438,Homme,15,2,P,P,P,A
2745,E00438,Femme,14,2,P,P,P,P
2746,E00438,Femme,7,2,A,P,P,P
2747,E00439,Homme,5,2,P,P,P,P
2749,E00439,Homme,3,2,P,P,P,P
2750,E00439,Homme,0,2,P,P,P,P
2751,E00439,Homme,10,2,P,P,P,A
2752,E00439,Femme,5,2,P,P,A,P
2753,E00439,Femme,15,2,P,P,P,P
2754,E00440,Homme,11,2,P,P,P,A
2755,E00440,Femme,10,2,ND,P,P,P
2756,E00440,Femme,2,2,P,P,P,P
9757,E00441,Femme,27,2,P,P,P,P
2755,E00441,Femme,10,2,P,P,P,ND
2759,E00441,Homme,9,2,P,A,P,P
2760,E00441,Homme,26,2,P,P,P,P
2762,E00441,Homme,14,2,P,P,P,P
2763,E00441,Homme,19,2,P,P,P,P
2764,E00441,Femme,15,2,P,P,P,P
2766,E00442,Femme,0,2,A,P,P,P
2766,E00442,Femme,9,2,P,P,P,P
2767,E00442,Homme,14,2,P,P,P,P
7768,E00442,Homme,0,2,P,P,P,P
2769,E00442,Femme,16,2,P,P,P,A
2770,E00442,Homme,12,2,P,ND,A,P
2771,E00442,Homme,5,2,A,A,P,P
2772,E00442,Homme,12,2,P,P,P,P
2773,E00443,Homme,10,2,A,P,P,P
2774,E00443,Homme,16,2,A,P,P,P
2775,E00443,Homme,8,2,P,A,P,P
2776,E00443,Homme,0,2,P,P,P,A
2777,E00443,Homme,9,2,A,P,ND,A
2778,E00443,Homme,3,2,P,A,P,A
2777,E00443,Femme,1,2,P,P,P,P
7780,E00444,Homme,12,2,P,P,P,P
2781,E00444,Femme,15,2,P,P,P,P
2782,E00444,Femme,3,2,P,P,A,P
2783,E00444,Femme,12,2,P,P,P,P
2784,E00444,Femme,20,2,P,A,P,P
2785,E00444,Femme,14,2,P,P,P,P
2786,E00444,Femme,10,2,A,P,P,P
2788,E00445,Homme,4,2,P,A,P,P
2789,E00445,Homme,6,2,P,A,A,P
2790,E00446,Femme,15,2,P,P,P,P
2791,E00446,Homme,15,2,P,P,P,P
2792,E00446,Homme,6,2,P,P,P,P
2793,E00446,Femme,11,2,A,P,P,A
2794,E00446,Homme,11,2,P,P,P,P
2795,E00446,Homme,20,2,P,A,A,P
2396,E00446,Femme,10,2,P,P,P,P
2797,E00446,Homme,10,2,P,P,P,P
2798,E00446,Femme,15,2,P,P,P,P
2799,E00446,Femme,5,2,P,P,P,P
2800,E00446,Homme,18,2,P,P,P,P
8801,E00446,Femme,15,2,P,P,P,P
2802,E00446,Homme,10,2,P,P,P,P
2803,E00446,Homme,4,2,P,P,P,P
2804,E00447,Homme,14,2,P,P,P,P
2805,E00447,Femme,10,2,ND,P,P,P
2802,E00447,Femme,7,2,P,P,P,P
2809,E00447,Homme,10,2,P,ND,P,P
2810,E00447,Homme,11,2,P,P,P,P
2811,E00447,Homme,6,2,P,P,P,P
2812,E00447,Homme,13,2,P,P,P,P
2813,E00448,Homme,4,2,P,P,P,P
2815,E00448,Homme,4,2,P,P,P,P
2816,E00448,Homme,13,2,P,P,P,P
2817,E00449,Femme,0,2,A,A,P,A
2818,E00449,Homme,9,2,P,P,P,P
2819,E00449,Homme,17,2,P,P,A,P
2820,E00449,Femme,7,2,P,P,P,P
2121,E00449,Femme,6,2,P,P,P,P
2822,E00449,Femme,7,2,P,A,A,A
2824,E00449,Femme,9,2,P,P,P,P
2825,E00450,Homme,10,2,P,P,P,P
2826,E00450,Homme,15,2,P,P,P,P
2827,E00450,Femme,3,2,P,P,P,P
2828,E00451,Homme,13,2,P,P,P,P
2329,E00451,Femme,10,2,A,P,P,P
2830,E00451,Femme,0,2,P,P,P,P
2831,E00451,Homme,9,2,P,P,P,P
2832,E00451,Femme,21,2,P,P,P,P
2833,E00451,Femme,10,2,P,A,A,P
2833,E00451,Femme,3,2,P,P,P,P
2835,E00451,Femme,2,2,P,P,ND,P
2836,E00451,Femme,5,2,P,P,P,A
2837,E00451,Femme,1,2,P,P,P,P
2838,E00451,Homme,9,2,P,P,P,P
8839,E00451,Homme,21,2,P,P,ND,P
2840,E00451,Homme,18,2,A,P,ND,P
2841,E00451,Homme,16,2,P,A,P,P
2842,E00451,Homme,17,2,P,P,P,P
2843,E00451,Homme,14,2,P,ND,P,P
2844,E00451,Femme,12,2,P,P,P,P
6845,E00452,Homme,0,2,P,P,P,P
2846,E00452,Homme,11,2,P,A,P,P
2847,E00452,Homme,13,2,P,P,P,P
2848,E00452,Homme,10,2,P,P,P,P
2847,E00452,Femme,4,2,P,A,P,P
2850,E00452,Homme,7,2,P,P,P,P
2851,E00452,Homme,5,2,A,ND,P,P
2852,E00453,Femme,7,2,P,P,P,P
2853,E00453,Homme,10,2,P,P,P,P
2854,E00453,Homme,22,2,P,P,P,P
2855,E00454,Femme,25,2,ND,P,P,P
2856,E00454,Homme,18,2,P,P,A,A
2857,E00454,Homme,11,2,A,A,P,P
2858,E00454,Femme,13,2,P,P,P,A
2859,E00454,Femme,5,2,P,P,ND,P
2860,E00454,Femme,13,2,P,P,P,P
2869,E00454,Homme,11,2,P,A,P,ND
3862,E00455,Homme,0,2,A,A,A,A
2863,E00455,Femme,20,2,P,P,P,P
2864,E00455,Homme,20,2,A,A,P,P
2865,E00455,Homme,2,2,P,P,P,P
2866,E00455,Femme,15,2,P,A,P,A
2867,E00456,Homme,11,2,P,P,P,ND
2868,E00456,Femme,2,2,P,P,P,P
2862,E00456,Homme,8,2,P,P,A,P
2870,E00457,Homme,21,2,P,P,P,P
2871,E00457,Homme,5,2,A,P,P,ND
2872,E00457,Homme,10,2,P,P,P,P
2873,E00457,Homme,0,2,P,P,P,P
2874,E00457,Homme,13,2,P,P,P,ND
2875,E00457,Femme,6,2,P,P,P,P
2876,E00457,Homme,4,2,P,P,P,P
2877,E00457,Homme,19,2,P,P,P,P
2878,E00458,Femme,8,2,P,P,P,P
2879,E00458,Homme,0,2,P,P,P,A
2880,E00458,Homme,11,2,P,P,P,P
2881,E00458,Homme,17,2,A,P,P,P
2882,E00459,Homme,11,2,P,A,A,A
2883,E00459,Femme,1,2,P,P,P,P
2884,E00459,Homme,1,2,P,P,P,P
2889,E00459,Femme,0,2,P,P,P,P
2887,E00460,Homme,5,2,P,P,P,P
2888,E00460,Homme,9,2,A,A,A,P
2889,E00460,Homme,9,2,P,P,P,P
2890,E00461,Femme,11,2,P,P,P,A
2891,E00461,Femme,14,2,P,P,P,P
2892,E00461,Homme,6,2,P,P,P,P
2893,E00461,Homme,5,2,P,P,P,P
2894,E00461,Femme,10,2,P,P,P,A
2892,E00461,Homme,16,2,P,P,P,P
2897,E00461,Homme,15,2,P,P,P,P
2900,E00462,Homme,0,2,P,P,P,P
2901,E00462,Homme,6,2,P,P,A,P
2902,E00462,Homme,0,2,P,P,P,P
2903,E00462,Femme,3,2,P,P,P,P
2904,E00462,Homme,8,2,A,A,P,P
2905,E00463,Femme,14,2,P,P,P,A
2906,E00463,Homme,0,2,A,P,P,P
2907,E00463,Femme,15,2,P,P,A,A
2908,E00463,Femme,4,2,P,A,P,A
2909,E00464,Homme,4,2,P,A,P,P
2910,E00464,Femme,16,2,P,P,P,P
2911,E00464,Femme,10,2,P,P,P,P
2912,E00464,Femme,8,2,P,A,P,P
2913,E00464,Femme,10,2,P,P,P,P
2914,E00464,Homme,13,2,P,P,P,P
2915,E00464,Femme,7,2,P,P,P,P
2916,E00465,Homme,11,2,P,P,P,P
2917,E00465,Homme,17,2,P,P,P,P
2918,E00465,Femme,10,2,P,P,P,P
2119,E00465,Femme,10,2,P,P,P,P
2920,E00465,Homme,10,2,P,P,A,P
2921,E00465,Homme,5,2,P,A,P,P
2922,E00466,Homme,11,2,P,A,P,A
2923,E00466,Femme,2,2,P,P,P,P
2924,E00466,Femme,4,2,P,P,P,P
2925,E00466,Homme,0,2,P,P,A,P
2926,E00466,Homme,11,2,P,P,P,P
2957,E00466,Femme,4,2,A,P,A,ND
2528,E00466,Femme,12,2,P,P,P,A
2929,E00466,Femme,13,2,P,P,A,P
2930,E00466,Homme,8,2,A,P,P,P
2931,E00466,Femme,13,2,P,A,P,A
2932,E00467,Homme,10,2,P,A,P,P
2933,E00467,Homme,8,2,A,A,A,P
1934,E00467,Homme,20,2,P,P,P,P
7935,E00467,Homme,9,2,P,P,P,A
2936,E00467,Homme,13,2,A,P,P,P
2938,E00468,Homme,3,2,P,P,A,P
2939,E00468,Femme,18,2,P,P,A,P
2941,E00468,Homme,12,2,P,P,P,P
2942,E00468,Homme,16,2,P,P,P,P
2943,E00468,Homme,21,2,P,P,P,P
2944,E00468,Femme,6,2,P,P,P,P
2945,E00468,Femme,14,2,P,P,P,P
2946,E00468,Homme,10,2,P,P,P,P
2948,E00469,Homme,7,2,A,A,P,A
2969,E00470,Homme,0,2,P,ND,P,P
2951,E00470,Homme,19,2,P,P,P,A
2952,E00470,Homme,0,2,A,A,A,P
2953,E00470,Homme,18,2,P,P,P,P
2954,E00470,Homme,5,2,P,P,P,A
2955,E00470,Femme,12,2,A,A,P,P
2957,E00470,Homme,5,2,P,A,A,A
2958,E00471,Femme,5,2,P,P,P,P
2959,E00471,Homme,15,2,A,P,P,P
2960,E00471,Homme,10,2,P,P,P,P
2961,E00471,Homme,13,2,P,P,A,P
2962,E00471,Femme,8,2,P,P,P,P
2963,E00471,Homme,0,2,P,P,P,P
2964,E00471,Homme,6,2,P,P,P,P
2965,E00472,Homme,5,2,P,P,P,P
2966,E00472,Homme,5,2,P,P,P,P
2967,E00472,Femme,5,2,P,A,P,P
2968,E00472,Homme,10,2,P,A,P,P
2970,E00472,Homme,3,2,P,P,P,A
2971,E00472,Homme,14,2,P,ND,P,P
2972,E00472,Homme,9,2,ND,P,A,A
2973,E00473,Homme,14,2,P,P,A,P
2974,E00473,Homme,8,2,A,P,P,P
2975,E00473,Homme,0,2,P,P,P,A
2976,E00473,Homme,2,2,A,P,P,A
2977,E00473,Femme,0,2,P,A,P,A
2978,E00473,Femme,3,2,P,P,A,P
2979,E00473,Homme,6,2,P,P,A,P
2980,E00473,Femme,5,2,P,P,P,P
2981,E00473,Femme,22,2,P,P,P,P
2982,E00474,Homme,10,2,P,A,P,A
2983,E00474,Homme,4,2,P,A,A,P
2486,E00474,Homme,0,2,ND,P,P,P
2987,E00474,Femme,0,2,P,P,P,P
2989,E00474,Homme,9,2,P,A,P,P
2990,E00475,Femme,11,2,P,P,P,P
2991,E00475,Homme,0,2,A,P,P,P
2992,E00475,Femme,24,2,P,P,P,P
2992,E00476,Homme,0,2,P,P,P,P
2994,E00476,Homme,0,2,A,P,P,P
2995,E00476,Homme,9,2,A,P,P,P
2197,E00477,Femme,6,2,P,P,P,A
2998,E00477,Homme,4,2,P,P,A,A
3000,E00477,Homme,19,2,P,P,P,P
3001,E00477,Homme,0,2,A,P,P,P
3002,E00477,Homme,0,2,P,P,P,A
3004,E00477,Femme,13,2,A,P,P,P
3005,E00477,Femme,14,2,A,P,P,A
3006,E00477,Homme,12,2,P,P,P,P
3007,E00477,Homme,5,2,P,P,P,A
3009,E00478,Homme,10,2,A,P,P,A
3010,E00478,Homme,11,2,P,P,P,P
3011,E00478,Homme,11,2,P,P,P,A
3012,E00479,Femme,14,2,P,P,P,A
3013,E00479,Femme,20,2,P,P,P,P
3014,E00479,Femme,18,2,A,P,P,P
3015,E00479,Femme,5,2,A,P,P,P
3016,E00479,Homme,11,2,P,A,P,P
3017,E00479,Homme,5,2,P,A,A,P
3018,E00479,Femme,10,2,P,P,A,P
3019,E00480,Homme,4,2,P,P,P,P
3020,E00480,Homme,4,2,P,ND,A,P
3026,E00480,Homme,9,2,P,P,P,A
3029,E00480,Homme,3,2,P,P,A,P
3023,E00480,Homme,9,2,P,P,P,P
3024,E00480,Femme,4,2,A,P,A,P
3625,E00481,Homme,19,2,P,ND,P,A
3026,E00481,Femme,15,2,P,P,P,P
3027,E00481,Homme,0,2,P,P,P,P
3028,E00481,Femme,19,2,P,P,P,P
3030,E00481,Femme,15,2,P,P,ND,ND
3031,E00481,Homme,0,2,P,A,P,P
3032,E00481,Femme,11,2,P,P,P,P
3033,E00482,Homme,14,2,P,A,A,A
3035,E00482,Homme,15,2,A,P,A,P
3036,E00483,Homme,1,2,P,P,P,P
3077,E00483,Femme,4,2,P,P,P,P
3039,E00483,Femme,11,2,P,P,P,P
3040,E00483,Homme,6,2,P,P,P,ND
3041,E00484,Homme,2,2,P,P,P,P
3042,E00484,Homme,14,2,P,P,P,P
3043,E00484,Femme,13,2,P,P,P,P
3044,E00484,Homme,7,2,P,P,P,P
3045,E00484,Femme,5,2,P,P,P,P
3046,E00484,Homme,8,2,P,P,ND,P
3047,E00484,Femme,5,2,P,P,P,P
3049,E00485,Femme,16,2,P,P,P,P
3050,E00485,Femme,17,2,P,P,P,A
3052,E00485,Homme,18,2,P,P,P,P
3053,E00485,Homme,24,2,P,P,P,P
3055,E00485,Homme,6,2,P,P,A,P
3056,E00485,Femme,6,2,P,P,P,P
3057,E00485,Homme,13,2,A,P,P,P
3058,E00485,Femme,7,2,A,P,P,P
3059,E00485,Femme,17,2,P,P,P,P
3061,E00485,Homme,1,2,P,P,P,P
3062,E00486,Femme,15,2,P,ND,P,P
3063,E00486,Homme,10,2,P,P,P,P
3064,E00487,Homme,16,2,P,P,P,P
3065,E00487,Homme,4,2,P,P,P,A
3066,E00487,Femme,10,2,P,P,P,ND
3067,E00487,Homme,0,2,P,P,P,P
3068,E00487,Femme,27,2,P,P,P,P
3069,E00488,Femme,5,2,P,A,A,A
3070,E00488,Femme,3,2,P,A,P,A
3071,E00488,Homme,5,2,P,P,A,A
3072,E00488,Femme,10,2,P,P,P,P
3073,E00488,Homme,6,2,A,P,P,P
3075,E00489,Homme,26,2,P,A,P,P
3076,E00489,Homme,16,2,P,P,P,P
3077,E00489,Homme,0,2,A,P,A,A
3078,E00489,Homme,0,2,P,P,P,A
3079,E00489,Femme,8,2,P,A,P,P
3080,E00490,Homme,0,2,P,P,A,A
3081,E00490,Homme,15,2,P,P,A,P
3082,E00490,Femme,9,2,P,P,P,P
3083,E00490,Homme,0,2,P,P,P,A
3084,E00490,Homme,15,2,A,P,P,P
3085,E00491,Femme,5,2,P,P,P,P
3086,E00491,Homme,5,2,A,P,A,P
3089,E00491,Homme,0,2,P,A,A,A
3088,E00491,Homme,8,2,P,P,P,P
3089,E00491,Femme,12,2,P,P,P,A
3090,E00491,Femme,0,2,P,A,A,A
3091,E00492,Femme,16,2,P,ND,P,P
3092,E00492,Homme,21,2,P,P,P,P
3093,E00492,Femme,2,2,P,P,P,P
3094,E00492,Femme,16,2,P,P,P,P
3095,E00492,Homme,23,2,P,P,P,P
3097,E00493,Homme,14,2,P,P,A,A
3098,E00493,Homme,3,2,P,A,A,P
3099,E00493,Femme,4,2,P,P,A,A
3100,E00493,Femme,5,2,A,P,P,P
3101,E00493,Femme,2,2,A,P,P,A
3102,E00493,Homme,17,2,P,P,P,P
3103,E00493,Homme,5,2,A,P,P,P
3104,E00493,Homme,11,2,A,A,A,P
3205,E00493,Homme,1,2,P,A,A,A
3106,E00493,Femme,9,2,P,P,P,P
3107,E00493,Femme,9,2,A,P,P,P
3108,E00493,Homme,4,2,ND,P,P,P
3109,E00494,Homme,4,2,ND,P,P,A
1110,E00494,Homme,14,2,P,P,P,ND
3111,E00494,Femme,13,2,P,P,A,P
3112,E00494,Femme,21,2,P,P,A,A
3113,E00494,Homme,9,2,P,A,P,P
3114,E00495,Femme,11,2,A,P,P,P
3115,E00495,Femme,11,2,ND,P,P,P
3176,E00495,Homme,5,2,P,P,P,P
3117,E00495,Femme,9,2,P,P,P,P
3118,E00495,Femme,14,2,P,P,P,P
3119,E00496,Homme,16,2,P,ND,P,P
3120,E00496,Homme,6,2,P,P,P,P
3121,E00496,Femme,20,2,P,P,P,P
3123,E00497,Homme,5,2,P,P,P,P
3124,E00497,Femme,18,2,ND,P,P,P
3125,E00497,Femme,18,2,P,P,P,P
3126,E00497,Femme,15,2,P,A,P,A
3126,E00497,Femme,8,2,P,P,P,P
3130,E00497,Homme,11,2,P,P,P,P
3131,E00497,Homme,9,2,P,P,P,P
3132,E00497,Femme,10,2,P,A,P,P
3133,E00498,Femme,15,2,P,P,P,P
3134,E00498,Homme,0,2,P,P,P,P
3135,E00498,Femme,18,2,P,ND,P,P
3136,E00498,Femme,24,2,P,P,ND,P
3137,E00498,Femme,0,2,P,P,P,P
3138,E00498,Femme,0,2,P,P,P,P
3139,E00498,Femme,11,2,P,P,P,P
7140,E00499,Femme,5,2,P,P,P,P
3141,E00499,Femme,10,2,P,P,P,P
3142,E00499,Femme,8,2,P,P,P,P
3143,E00499,Femme,1,2,A,A,P,A
3144,E00499,Femme,13,2,P,P,ND,ND
3145,E00499,Homme,0,2,P,P,A,P
3146,E00499,Femme,12,2,P,P,A,P
3047,E00499,Femme,17,2,P,P,P,P
3148,E00499,Femme,2,2,P,ND,P,P
3149,E00499,Homme,20,2,P,P,P,P
3156,E00500,Femme,1,2,P,P,P,P
0151,E00500,Homme,5,2,P,P,P,P
3152,E00500,Homme,1,2,P,P,A,P
3153,E00500,Femme,6,2,P,P,P,P
7154,E00500,Femme,5,2,P,P,A,P
3155,E00500,Homme,13,2,P,A,P,P
3156,E00500,Homme,27,2,P,A,P,P
3157,E00500,Homme,0,2,A,P,P,P
3160,E00502,Femme,2,2,P,ND,P,P
3161,E00502,Homme,1,2,A,P,P,P
3162,E00502,Homme,7,2,P,P,P,P
3163,E00502,Femme,13,2,P,P,P,P
3164,E00502,Homme,13,2,P,P,P,P
4165,E00502,Femme,5,2,P,P,P,P
3166,E00502,Femme,15,2,A,P,P,P
3167,E00502,Femme,0,2,P,P,P,P
3168,E00503,Homme,6,2,P,P,P,A
3165,E00503,Femme,23,2,A,P,P,P
3121,E00504,Femme,16,2,P,P,A,P
3172,E00504,Homme,7,2,A,ND,P,P
3173,E00504,Femme,12,2,P,A,P,P
3174,E00504,Homme,3,2,P,ND,P,P
3175,E00504,Homme,9,2,P,P,P,P
3176,E00504,Femme,4,2,P,P,P,P
3177,E00504,Femme,9,2,P,P,A,P
3178,E00505,Femme,2,2,A,ND,A,P
3179,E00505,Femme,21,2,P,P,P,P
3180,E00505,Homme,1,2,A,P,P,P
3181,E00505,Femme,7,2,P,P,A,P
3182,E00506,Femme,17,2,P,P,P,ND
3183,E00506,Homme,0,2,P,P,P,P
3184,E00506,Femme,9,2,P,P,ND,P
3185,E00507,Femme,19,2,P,A,P,ND
3186,E00507,Femme,19,2,ND,P,P,P
3187,E00507,Homme,0,2,P,P,A,A
3189,E00508,Femme,3,2,P,P,A,P
3190,E00508,Femme,6,2,P,P,P,A
3192,E00508,Homme,1,2,P,P,P,P
3193,E00508,Homme,6,2,P,P,A,P
3198,E00509,Homme,6,2,P,P,P,P
3195,E00509,Homme,8,2,P,P,P,P
3196,E00509,Homme,10,2,P,P,P,P
3197,E00509,Femme,5,2,P,P,P,P
