id,ia_id,g_ia,topic,topic_label,sentiment
V0349,IA16,-0.4962851679537585,11,11_souvent_rentrée_trop_tard,-0.5
V0350,IA12,0.8036427494500231,4,4_on_claires_sur_informations,0.0
V0351,IA04,1.050436228132796,2,2_fluide_façon_se_fait,0.5
V0352,IA01,1.1358119908378483,0,0_anticipées_expliquées_affectation_décisions,0.5
V0353,IA10,-1.7249192939776967,4,4_on_claires_sur_informations,0.0
V0354,IA05,-1.961883486465059,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0355,IA13,-0.5950300302811243,7,7_restent_rapide_faute_vacants,-0.5
V0356,IA15,-0.5128143979953421,3,3_retard_sans_notable_organisés,0.5
V0357,IA15,-0.5128143979953421,0,0_anticipées_expliquées_affectation_décisions,0.5
V0358,IA03,0.4625650775900469,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0359,IA10,-1.7249192939776967,9,9_lente_lisible_peu_avec,-0.5
V0360,IA07,0.7594385270695994,3,3_retard_sans_notable_organisés,0.5
V0361,IA05,-1.961883486465059,4,4_on_claires_sur_informations,0.0
V0362,IA12,0.8036427494500231,6,6_réactif_suivi_transparent_vacants,0.5
V0363,IA05,-1.961883486465059,4,4_on_claires_sur_informations,0.0
V0364,IA15,-0.5128143979953421,11,11_souvent_rentrée_trop_tard,-0.5
V0365,IA14,0.361886464303974,10,10_assurés_absents_temps_ne,-0.5
V0366,IA10,-1.7249192939776967,0,0_anticipées_expliquées_affectation_décisions,0.5
V0367,IA02,-0.6770804424361538,9,9_lente_lisible_peu_avec,-0.5
V0368,IA06,-0.0988681852641089,10,10_assurés_absents_temps_ne,-0.5
V0369,IA15,-0.5128143979953421,10,10_assurés_absents_temps_ne,-0.5
V0370,IA02,-0.6770804424361538,7,7_restent_rapide_faute_vacants,-0.5
V0371,IA12,0.8036427494500231,5,5_nettement_ief_année_cette,0.5
V0372,IA09,1.508379536169013,6,6_réactif_suivi_transparent_vacants,0.5
V0373,IA09,1.508379536169013,1,1_traitées_rapidement_désormais_par,0.5
V0374,IA15,-0.5128143979953421,1,1_traitées_rapidement_désormais_par,0.5
V0375,IA08,-0.5589055756131087,6,6_réactif_suivi_transparent_vacants,0.5
V0376,IA04,1.050436228132796,5,5_nettement_ief_année_cette,0.5
V0377,IA14,0.361886464303974,6,6_réactif_suivi_transparent_vacants,0.5
V0378,IA03,0.4625650775900469,1,1_traitées_rapidement_désormais_par,0.5
V0379,IA07,0.7594385270695994,3,3_retard_sans_notable_organisés,0.5
V0380,IA14,0.361886464303974,5,5_nettement_ief_année_cette,0.5
V0381,IA07,0.7594385270695994,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0382,IA15,-0.5128143979953421,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0383,IA15,-0.5128143979953421,10,10_assurés_absents_temps_ne,-0.5
V0384,IA15,-0.5128143979953421,9,9_lente_lisible_peu_avec,-0.5
V0385,IA02,-0.6770804424361538,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0386,IA09,1.508379536169013,6,6_réactif_suivi_transparent_vacants,0.5
V0387,IA14,0.361886464303974,4,4_on_claires_sur_informations,0.0
V0388,IA09,1.508379536169013,9,9_lente_lisible_peu_avec,-0.5
V0389,IA04,1.050436228132796,4,4_on_claires_sur_informations,0.0
V0390,IA05,-1.961883486465059,9,9_lente_lisible_peu_avec,-0.5
V0391,IA05,-1.961883486465059,0,0_anticipées_expliquées_affectation_décisions,0.5
V0392,IA05,-1.961883486465059,10,10_assurés_absents_temps_ne,-0.5
V0393,IA16,-0.4962851679537585,11,11_souvent_rentrée_trop_tard,-0.5
V0394,IA05,-1.961883486465059,4,4_on_claires_sur_informations,0.0
V0395,IA06,-0.0988681852641089,10,10_assurés_absents_temps_ne,-0.5
V0396,IA08,-0.5589055756131087,3,3_retard_sans_notable_organisés,0.5
V0397,IA02,-0.6770804424361538,1,1_traitées_rapidement_désormais_par,0.5
V0398,IA13,-0.5950300302811243,9,9_lente_lisible_peu_avec,-0.5
V0399,IA11,0.5436260064330518,10,10_assurés_absents_temps_ne,-0.5
V0400,IA03,0.4625650775900469,5,5_nettement_ief_année_cette,0.5
V0401,IA04,1.050436228132796,6,6_réactif_suivi_transparent_vacants,0.5
V0402,IA09,1.508379536169013,1,1_traitées_rapidement_désormais_par,0.5
V0403,IA09,1.508379536169013,7,7_restent_rapide_faute_vacants,-0.5
V0404,IA01,1.1358119908378483,3,3_retard_sans_notable_organisés,0.5
V0405,IA05,-1.961883486465059,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0406,IA01,1.1358119908378483,1,1_traitées_rapidement_désormais_par,0.5
V0407,IA01,1.1358119908378483,7,7_restent_rapide_faute_vacants,-0.5
V0408,IA15,-0.5128143979953421,7,7_restent_rapide_faute_vacants,-0.5
V0409,IA14,0.361886464303974,11,11_souvent_rentrée_trop_tard,-0.5
V0410,IA01,1.1358119908378483,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0411,IA06,-0.0988681852641089,5,5_nettement_ief_année_cette,0.5
V0412,IA10,-1.7249192939776967,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0413,IA07,0.7594385270695994,2,2_fluide_façon_se_fait,0.5
V0414,IA06,-0.0988681852641089,7,7_restent_rapide_faute_vacants,-0.5
V0415,IA08,-0.5589055756131087,11,11_souvent_rentrée_trop_tard,-0.5
V0416,IA09,1.508379536169013,0,0_anticipées_expliquées_affectation_décisions,0.5
V0417,IA04,1.050436228132796,5,5_nettement_ief_année_cette,0.5
V0418,IA04,1.050436228132796,0,0_anticipées_expliquées_affectation_décisions,0.5
V0419,IA05,-1.961883486465059,3,3_retard_sans_notable_organisés,0.5
V0420,IA13,-0.5950300302811243,3,3_retard_sans_notable_organisés,0.5
V0421,IA11,0.5436260064330518,5,5_nettement_ief_année_cette,0.5
V0422,IA10,-1.7249192939776967,4,4_on_claires_sur_informations,0.0
V0423,IA12,0.8036427494500231,3,3_retard_sans_notable_organisés,0.5
V0424,IA01,1.1358119908378483,2,2_fluide_façon_se_fait,0.5
V0425,IA02,-0.6770804424361538,4,4_on_claires_sur_informations,0.0
V0426,IA02,-0.6770804424361538,11,11_souvent_rentrée_trop_tard,-0.5
V0427,IA03,0.4625650775900469,6,6_réactif_suivi_transparent_vacants,0.5
V0428,IA16,-0.4962851679537585,4,4_on_claires_sur_informations,0.0
V0429,IA01,1.1358119908378483,0,0_anticipées_expliquées_affectation_décisions,0.5
V0430,IA02,-0.6770804424361538,0,0_anticipées_expliquées_affectation_décisions,0.5
V0431,IA01,1.1358119908378483,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0432,IA11,0.5436260064330518,3,3_retard_sans_notable_organisés,0.5
V0433,IA09,1.508379536169013,1,1_traitées_rapidement_désormais_par,0.5
V0434,IA14,0.361886464303974,0,0_anticipées_expliquées_affectation_décisions,0.5
V0435,IA14,0.361886464303974,11,11_souvent_rentrée_trop_tard,-0.5
V0436,IA05,-1.961883486465059,9,9_lente_lisible_peu_avec,-0.5
V0437,IA07,0.7594385270695994,4,4_on_claires_sur_informations,0.0
V0438,IA07,0.7594385270695994,0,0_anticipées_expliquées_affectation_décisions,0.5
V0439,IA10,-1.7249192939776967,0,0_anticipées_expliquées_affectation_décisions,0.5
V0440,IA01,1.1358119908378483,0,0_anticipées_expliquées_affectation_décisions,0.5
V0441,IA04,1.050436228132796,7,7_restent_rapide_faute_vacants,-0.5
V0442,IA06,-0.0988681852641089,1,1_traitées_rapidement_désormais_par,0.5
V0443,IA02,-0.6770804424361538,1,1_traitées_rapidement_désormais_par,0.5
V0444,IA16,-0.4962851679537585,2,2_fluide_façon_se_fait,0.5
V0445,IA15,-0.5128143979953421,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0446,IA14,0.361886464303974,4,4_on_claires_sur_informations,0.0
V0447,IA09,1.508379536169013,5,5_nettement_ief_année_cette,0.5
V0448,IA11,0.5436260064330518,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0449,IA05,-1.961883486465059,11,11_souvent_rentrée_trop_tard,-0.5
V0450,IA04,1.050436228132796,9,9_lente_lisible_peu_avec,-0.5
V0451,IA13,-0.5950300302811243,0,0_anticipées_expliquées_affectation_décisions,0.5
V0452,IA03,0.4625650775900469,2,2_fluide_façon_se_fait,0.5
V0453,IA12,0.8036427494500231,11,11_souvent_rentrée_trop_tard,-0.5
V0454,IA08,-0.5589055756131087,1,1_traitées_rapidement_désormais_par,0.5
V0455,IA16,-0.4962851679537585,11,11_souvent_rentrée_trop_tard,-0.5
V0456,IA02,-0.6770804424361538,1,1_traitées_rapidement_désormais_par,0.5
V0457,IA12,0.8036427494500231,2,2_fluide_façon_se_fait,0.5
V0458,IA03,0.4625650775900469,4,4_on_claires_sur_informations,0.0
V0459,IA10,-1.7249192939776967,2,2_fluide_façon_se_fait,0.5
V0460,IA02,-0.6770804424361538,0,0_anticipées_expliquées_affectation_décisions,0.5
V0461,IA03,0.4625650775900469,7,7_restent_rapide_faute_vacants,-0.5
V0462,IA14,0.361886464303974,2,2_fluide_façon_se_fait,0.5
V0463,IA12,0.8036427494500231,0,0_anticipées_expliquées_affectation_décisions,0.5
V0464,IA08,-0.5589055756131087,7,7_restent_rapide_faute_vacants,-0.5
V0465,IA04,1.050436228132796,2,2_fluide_façon_se_fait,0.5
V0466,IA04,1.050436228132796,2,2_fluide_façon_se_fait,0.5
V0467,IA05,-1.961883486465059,4,4_on_claires_sur_informations,0.0
V0468,IA14,0.361886464303974,3,3_retard_sans_notable_organisés,0.5
V0469,IA07,0.7594385270695994,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0470,IA15,-0.5128143979953421,10,10_assurés_absents_temps_ne,-0.5
V0471,IA03,0.4625650775900469,7,7_restent_rapide_faute_vacants,-0.5
V0472,IA11,0.5436260064330518,1,1_traitées_rapidement_désormais_par,0.5
V0473,IA05,-1.961883486465059,0,0_anticipées_expliquées_affectation_décisions,0.5
V0474,IA05,-1.961883486465059,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0475,IA06,-0.0988681852641089,2,2_fluide_façon_se_fait,0.5
V0476,IA15,-0.5128143979953421,0,0_anticipées_expliquées_affectation_décisions,0.5
V0477,IA15,-0.5128143979953421,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0478,IA03,0.4625650775900469,0,0_anticipées_expliquées_affectation_décisions,0.5
V0479,IA07,0.7594385270695994,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0480,IA16,-0.4962851679537585,10,10_assurés_absents_temps_ne,-0.5
V0481,IA08,-0.5589055756131087,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0482,IA09,1.508379536169013,3,3_retard_sans_notable_organisés,0.5
V0483,IA07,0.7594385270695994,6,6_réactif_suivi_transparent_vacants,0.5
V0484,IA08,-0.5589055756131087,6,6_réactif_suivi_transparent_vacants,0.5
V0485,IA01,1.1358119908378483,5,5_nettement_ief_année_cette,0.5
V0486,IA05,-1.961883486465059,4,4_on_claires_sur_informations,0.0
V0487,IA05,-1.961883486465059,10,10_assurés_absents_temps_ne,-0.5
V0488,IA06,-0.0988681852641089,5,5_nettement_ief_année_cette,0.5
V0489,IA01,1.1358119908378483,11,11_souvent_rentrée_trop_tard,-0.5
V0490,IA12,0.8036427494500231,6,6_réactif_suivi_transparent_vacants,0.5
V0491,IA16,-0.4962851679537585,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0492,IA09,1.508379536169013,3,3_retard_sans_notable_organisés,0.5
V0493,IA11,0.5436260064330518,9,9_lente_lisible_peu_avec,-0.5
V0494,IA13,-0.5950300302811243,0,0_anticipées_expliquées_affectation_décisions,0.5
V0495,IA14,0.361886464303974,11,11_souvent_rentrée_trop_tard,-0.5
V0496,IA14,0.361886464303974,5,5_nettement_ief_année_cette,0.5
V0497,IA11,0.5436260064330518,7,7_restent_rapide_faute_vacants,-0.5
V0498,IA09,1.508379536169013,2,2_fluide_façon_se_fait,0.5
V0499,IA09,1.508379536169013,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0500,IA05,-1.961883486465059,7,7_restent_rapide_faute_vacants,-0.5
V0501,IA09,1.508379536169013,6,6_réactif_suivi_transparent_vacants,0.5
V0502,IA04,1.050436228132796,2,2_fluide_façon_se_fait,0.5
V0503,IA10,-1.7249192939776967,0,0_anticipées_expliquées_affectation_décisions,0.5
V0504,IA09,1.508379536169013,1,1_traitées_rapidement_désormais_par,0.5
V0505,IA10,-1.7249192939776967,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0506,IA07,0.7594385270695994,6,6_réactif_suivi_transparent_vacants,0.5
V0507,IA07,0.7594385270695994,0,0_anticipées_expliquées_affectation_décisions,0.5
V0508,IA03,0.4625650775900469,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0509,IA16,-0.4962851679537585,4,4_on_claires_sur_informations,0.0
V0510,IA16,-0.4962851679537585,1,1_traitées_rapidement_désormais_par,0.5
V0511,IA08,-0.5589055756131087,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0512,IA10,-1.7249192939776967,9,9_lente_lisible_peu_avec,-0.5
V0513,IA02,-0.6770804424361538,7,7_restent_rapide_faute_vacants,-0.5
V0514,IA04,1.050436228132796,7,7_restent_rapide_faute_vacants,-0.5
V0515,IA14,0.361886464303974,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0516,IA12,0.8036427494500231,0,0_anticipées_expliquées_affectation_décisions,0.5
V0517,IA15,-0.5128143979953421,7,7_restent_rapide_faute_vacants,-0.5
V0518,IA03,0.4625650775900469,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0519,IA06,-0.0988681852641089,6,6_réactif_suivi_transparent_vacants,0.5
V0520,IA06,-0.0988681852641089,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0521,IA07,0.7594385270695994,5,5_nettement_ief_année_cette,0.5
V0522,IA13,-0.5950300302811243,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0523,IA08,-0.5589055756131087,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0524,IA06,-0.0988681852641089,3,3_retard_sans_notable_organisés,0.5
V0525,IA12,0.8036427494500231,6,6_réactif_suivi_transparent_vacants,0.5
V0526,IA09,1.508379536169013,2,2_fluide_façon_se_fait,0.5
V0527,IA12,0.8036427494500231,6,6_réactif_suivi_transparent_vacants,0.5
V0528,IA09,1.508379536169013,2,2_fluide_façon_se_fait,0.5
V0529,IA09,1.508379536169013,5,5_nettement_ief_année_cette,0.5
V0530,IA04,1.050436228132796,2,2_fluide_façon_se_fait,0.5
V0531,IA01,1.1358119908378483,1,1_traitées_rapidement_désormais_par,0.5
V0532,IA05,-1.961883486465059,9,9_lente_lisible_peu_avec,-0.5
V0533,IA08,-0.5589055756131087,2,2_fluide_façon_se_fait,0.5
V0534,IA11,0.5436260064330518,7,7_restent_rapide_faute_vacants,-0.5
V0535,IA15,-0.5128143979953421,3,3_retard_sans_notable_organisés,0.5
V0536,IA05,-1.961883486465059,9,9_lente_lisible_peu_avec,-0.5
V0537,IA11,0.5436260064330518,3,3_retard_sans_notable_organisés,0.5
V0538,IA05,-1.961883486465059,9,9_lente_lisible_peu_avec,-0.5
V0539,IA02,-0.6770804424361538,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0540,IA13,-0.5950300302811243,9,9_lente_lisible_peu_avec,-0.5
V0541,IA13,-0.5950300302811243,11,11_souvent_rentrée_trop_tard,-0.5
V0542,IA04,1.050436228132796,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0543,IA06,-0.0988681852641089,10,10_assurés_absents_temps_ne,-0.5
V0544,IA06,-0.0988681852641089,7,7_restent_rapide_faute_vacants,-0.5
V0545,IA04,1.050436228132796,2,2_fluide_façon_se_fait,0.5
V0546,IA08,-0.5589055756131087,1,1_traitées_rapidement_désormais_par,0.5
V0547,IA12,0.8036427494500231,3,3_retard_sans_notable_organisés,0.5
V0548,IA11,0.5436260064330518,0,0_anticipées_expliquées_affectation_décisions,0.5
V0549,IA15,-0.5128143979953421,5,5_nettement_ief_année_cette,0.5
V0550,IA16,-0.4962851679537585,4,4_on_claires_sur_informations,0.0
V0551,IA14,0.361886464303974,10,10_assurés_absents_temps_ne,-0.5
V0552,IA06,-0.0988681852641089,1,1_traitées_rapidement_désormais_par,0.5
V0553,IA08,-0.5589055756131087,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0554,IA03,0.4625650775900469,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0555,IA15,-0.5128143979953421,9,9_lente_lisible_peu_avec,-0.5
V0556,IA05,-1.961883486465059,11,11_souvent_rentrée_trop_tard,-0.5
V0557,IA14,0.361886464303974,6,6_réactif_suivi_transparent_vacants,0.5
V0558,IA13,-0.5950300302811243,4,4_on_claires_sur_informations,0.0
V0559,IA09,1.508379536169013,1,1_traitées_rapidement_désormais_par,0.5
V0560,IA03,0.4625650775900469,2,2_fluide_façon_se_fait,0.5
V0561,IA13,-0.5950300302811243,4,4_on_claires_sur_informations,0.0
V0562,IA04,1.050436228132796,1,1_traitées_rapidement_désormais_par,0.5
V0563,IA03,0.4625650775900469,5,5_nettement_ief_année_cette,0.5
V0564,IA06,-0.0988681852641089,3,3_retard_sans_notable_organisés,0.5
V0565,IA15,-0.5128143979953421,1,1_traitées_rapidement_désormais_par,0.5
V0566,IA12,0.8036427494500231,1,1_traitées_rapidement_désormais_par,0.5
V0567,IA04,1.050436228132796,0,0_anticipées_expliquées_affectation_décisions,0.5
V0568,IA13,-0.5950300302811243,11,11_souvent_rentrée_trop_tard,-0.5
V0569,IA07,0.7594385270695994,5,5_nettement_ief_année_cette,0.5
V0570,IA04,1.050436228132796,4,4_on_claires_sur_informations,0.0
V0571,IA01,1.1358119908378483,3,3_retard_sans_notable_organisés,0.5
V0572,IA07,0.7594385270695994,0,0_anticipées_expliquées_affectation_décisions,0.5
V0573,IA04,1.050436228132796,4,4_on_claires_sur_informations,0.0
V0574,IA01,1.1358119908378483,0,0_anticipées_expliquées_affectation_décisions,0.5
V0575,IA10,-1.7249192939776967,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0576,IA11,0.5436260064330518,1,1_traitées_rapidement_désormais_par,0.5
V0577,IA13,-0.5950300302811243,9,9_lente_lisible_peu_avec,-0.5
V0578,IA08,-0.5589055756131087,7,7_restent_rapide_faute_vacants,-0.5
V0579,IA12,0.8036427494500231,1,1_traitées_rapidement_désormais_par,0.5
V0580,IA16,-0.4962851679537585,9,9_lente_lisible_peu_avec,-0.5
V0581,IA09,1.508379536169013,4,4_on_claires_sur_informations,0.0
V0582,IA15,-0.5128143979953421,1,1_traitées_rapidement_désormais_par,0.5
V0583,IA03,0.4625650775900469,3,3_retard_sans_notable_organisés,0.5
V0584,IA14,0.361886464303974,10,10_assurés_absents_temps_ne,-0.5
V0585,IA04,1.050436228132796,4,4_on_claires_sur_informations,0.0
V0586,IA02,-0.6770804424361538,11,11_souvent_rentrée_trop_tard,-0.5
V0587,IA03,0.4625650775900469,2,2_fluide_façon_se_fait,0.5
V0588,IA05,-1.961883486465059,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0589,IA08,-0.5589055756131087,10,10_assurés_absents_temps_ne,-0.5
V0590,IA14,0.361886464303974,2,2_fluide_façon_se_fait,0.5
V0591,IA13,-0.5950300302811243,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0592,IA05,-1.961883486465059,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0593,IA03,0.4625650775900469,9,9_lente_lisible_peu_avec,-0.5
V0594,IA12,0.8036427494500231,3,3_retard_sans_notable_organisés,0.5
V0595,IA04,1.050436228132796,3,3_retard_sans_notable_organisés,0.5
V0596,IA01,1.1358119908378483,3,3_retard_sans_notable_organisés,0.5
V0597,IA12,0.8036427494500231,7,7_restent_rapide_faute_vacants,-0.5
V0598,IA01,1.1358119908378483,2,2_fluide_façon_se_fait,0.5
V0599,IA06,-0.0988681852641089,4,4_on_claires_sur_informations,0.0
V0600,IA01,1.1358119908378483,3,3_retard_sans_notable_organisés,0.5
V0601,IA02,-0.6770804424361538,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0602,IA06,-0.0988681852641089,6,6_réactif_suivi_transparent_vacants,0.5
V0603,IA04,1.050436228132796,11,11_souvent_rentrée_trop_tard,-0.5
V0604,IA14,0.361886464303974,2,2_fluide_façon_se_fait,0.5
V0605,IA11,0.5436260064330518,6,6_réactif_suivi_transparent_vacants,0.5
V0606,IA15,-0.5128143979953421,2,2_fluide_façon_se_fait,0.5
V0607,IA02,-0.6770804424361538,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0608,IA06,-0.0988681852641089,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0609,IA14,0.361886464303974,1,1_traitées_rapidement_désormais_par,0.5
V0610,IA06,-0.0988681852641089,0,0_anticipées_expliquées_affectation_décisions,0.5
V0611,IA06,-0.0988681852641089,1,1_traitées_rapidement_désormais_par,0.5
V0612,IA02,-0.6770804424361538,9,9_lente_lisible_peu_avec,-0.5
V0613,IA03,0.4625650775900469,5,5_nettement_ief_année_cette,0.5
V0614,IA16,-0.4962851679537585,4,4_on_claires_sur_informations,0.0
V0615,IA05,-1.961883486465059,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0616,IA09,1.508379536169013,7,7_restent_rapide_faute_vacants,-0.5
V0617,IA08,-0.5589055756131087,6,6_réactif_suivi_transparent_vacants,0.5
V0618,IA02,-0.6770804424361538,4,4_on_claires_sur_informations,0.0
V0619,IA16,-0.4962851679537585,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0620,IA04,1.050436228132796,0,0_anticipées_expliquées_affectation_décisions,0.5
V0621,IA08,-0.5589055756131087,11,11_souvent_rentrée_trop_tard,-0.5
V0622,IA16,-0.4962851679537585,6,6_réactif_suivi_transparent_vacants,0.5
V0623,IA05,-1.961883486465059,7,7_restent_rapide_faute_vacants,-0.5
V0624,IA02,-0.6770804424361538,7,7_restent_rapide_faute_vacants,-0.5
V0625,IA16,-0.4962851679537585,2,2_fluide_façon_se_fait,0.5
V0626,IA05,-1.961883486465059,10,10_assurés_absents_temps_ne,-0.5
V0627,IA14,0.361886464303974,0,0_anticipées_expliquées_affectation_décisions,0.5
V0628,IA11,0.5436260064330518,5,5_nettement_ief_année_cette,0.5
V0629,IA14,0.361886464303974,5,5_nettement_ief_année_cette,0.5
V0630,IA01,1.1358119908378483,0,0_anticipées_expliquées_affectation_décisions,0.5
V0631,IA06,-0.0988681852641089,5,5_nettement_ief_année_cette,0.5
V0632,IA05,-1.961883486465059,9,9_lente_lisible_peu_avec,-0.5
V0633,IA05,-1.961883486465059,11,11_souvent_rentrée_trop_tard,-0.5
V0634,IA12,0.8036427494500231,10,10_assurés_absents_temps_ne,-0.5
V0635,IA11,0.5436260064330518,6,6_réactif_suivi_transparent_vacants,0.5
V0636,IA07,0.7594385270695994,3,3_retard_sans_notable_organisés,0.5
V0637,IA07,0.7594385270695994,2,2_fluide_façon_se_fait,0.5
V0638,IA03,0.4625650775900469,4,4_on_claires_sur_informations,0.0
V0639,IA04,1.050436228132796,1,1_traitées_rapidement_désormais_par,0.5
V0640,IA11,0.5436260064330518,2,2_fluide_façon_se_fait,0.5
V0641,IA16,-0.4962851679537585,3,3_retard_sans_notable_organisés,0.5
V0642,IA10,-1.7249192939776967,9,9_lente_lisible_peu_avec,-0.5
V0643,IA07,0.7594385270695994,2,2_fluide_façon_se_fait,0.5
V0644,IA02,-0.6770804424361538,11,11_souvent_rentrée_trop_tard,-0.5
V0645,IA09,1.508379536169013,6,6_réactif_suivi_transparent_vacants,0.5
V0646,IA05,-1.961883486465059,7,7_restent_rapide_faute_vacants,-0.5
V0647,IA15,-0.5128143979953421,5,5_nettement_ief_année_cette,0.5
V0648,IA01,1.1358119908378483,1,1_traitées_rapidement_désormais_par,0.5
V0649,IA01,1.1358119908378483,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0650,IA09,1.508379536169013,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0651,IA15,-0.5128143979953421,9,9_lente_lisible_peu_avec,-0.5
V0652,IA06,-0.0988681852641089,0,0_anticipées_expliquées_affectation_décisions,0.5
V0653,IA15,-0.5128143979953421,4,4_on_claires_sur_informations,0.0
V0654,IA13,-0.5950300302811243,10,10_assurés_absents_temps_ne,-0.5
V0655,IA02,-0.6770804424361538,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0656,IA11,0.5436260064330518,10,10_assurés_absents_temps_ne,-0.5
V0657,IA12,0.8036427494500231,1,1_traitées_rapidement_désormais_par,0.5
V0658,IA09,1.508379536169013,6,6_réactif_suivi_transparent_vacants,0.5
V0659,IA13,-0.5950300302811243,7,7_restent_rapide_faute_vacants,-0.5
V0660,IA11,0.5436260064330518,7,7_restent_rapide_faute_vacants,-0.5
V0661,IA04,1.050436228132796,2,2_fluide_façon_se_fait,0.5
V0662,IA06,-0.0988681852641089,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0663,IA01,1.1358119908378483,2,2_fluide_façon_se_fait,0.5
V0664,IA16,-0.4962851679537585,4,4_on_claires_sur_informations,0.0
V0665,IA04,1.050436228132796,7,7_restent_rapide_faute_vacants,-0.5
V0666,IA12,0.8036427494500231,5,5_nettement_ief_année_cette,0.5
V0667,IA03,0.4625650775900469,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0668,IA08,-0.5589055756131087,10,10_assurés_absents_temps_ne,-0.5
V0669,IA15,-0.5128143979953421,4,4_on_claires_sur_informations,0.0
V0670,IA02,-0.6770804424361538,1,1_traitées_rapidement_désormais_par,0.5
V0671,IA12,0.8036427494500231,5,5_nettement_ief_année_cette,0.5
V0672,IA12,0.8036427494500231,2,2_fluide_façon_se_fait,0.5
V0673,IA03,0.4625650775900469,7,7_restent_rapide_faute_vacants,-0.5
V0674,IA10,-1.7249192939776967,4,4_on_claires_sur_informations,0.0
V0675,IA08,-0.5589055756131087,9,9_lente_lisible_peu_avec,-0.5
V0676,IA03,0.4625650775900469,0,0_anticipées_expliquées_affectation_décisions,0.5
V0677,IA11,0.5436260064330518,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0678,IA12,0.8036427494500231,0,0_anticipées_expliquées_affectation_décisions,0.5
V0679,IA06,-0.0988681852641089,2,2_fluide_façon_se_fait,0.5
V0680,IA04,1.050436228132796,11,11_souvent_rentrée_trop_tard,-0.5
V0681,IA03,0.4625650775900469,5,5_nettement_ief_année_cette,0.5
V0682,IA03,0.4625650775900469,1,1_traitées_rapidement_désormais_par,0.5
V0683,IA03,0.4625650775900469,6,6_réactif_suivi_transparent_vacants,0.5
V0684,IA05,-1.961883486465059,10,10_assurés_absents_temps_ne,-0.5
V0685,IA13,-0.5950300302811243,2,2_fluide_façon_se_fait,0.5
V0686,IA11,0.5436260064330518,3,3_retard_sans_notable_organisés,0.5
V0687,IA06,-0.0988681852641089,10,10_assurés_absents_temps_ne,-0.5
V0688,IA11,0.5436260064330518,1,1_traitées_rapidement_désormais_par,0.5
V0689,IA15,-0.5128143979953421,7,7_restent_rapide_faute_vacants,-0.5
V0690,IA08,-0.5589055756131087,0,0_anticipées_expliquées_affectation_décisions,0.5
V0691,IA02,-0.6770804424361538,5,5_nettement_ief_année_cette,0.5
V0692,IA02,-0.6770804424361538,4,4_on_claires_sur_informations,0.0
V0693,IA12,0.8036427494500231,3,3_retard_sans_notable_organisés,0.5
V0694,IA07,0.7594385270695994,3,3_retard_sans_notable_organisés,0.5
V0695,IA09,1.508379536169013,0,0_anticipées_expliquées_affectation_décisions,0.5
V0696,IA14,0.361886464303974,2,2_fluide_façon_se_fait,0.5
