enseignant_id,ecole_id,ief_id,ia_id,region,milieu,genre,statut,corps,anciennete,attendance_prop
T001055,E00180,IEF029,IA07,Kaolack,urbain,H,fonctionnaire,instituteur adjoint,14,0.836746575527798
T001056,E00180,IEF029,IA07,Kaolack,urbain,H,fonctionnaire,instituteur adjoint,11,0.8363752237759473
T001057,E00181,IEF023,IA05,Diourbel,rural,F,contractuel,instituteur,10,0.42663226213393235
T001058,E00181,IEF023,IA05,Diourbel,rural,F,contractuel,instituteur,11,0.35374554753819337
T001059,E00182,IEF047,IA12,Kolda,rural,F,fonctionnaire,vacataire,10,0.9397459278509738
T001060,E00182,IEF047,IA12,Kolda,rural,H,contractuel,instituteur adjoint,4,0.676152635469019
T001061,E00182,IEF047,IA12,Kolda,rural,F,fonctionnaire,instituteur,16,0.7407446503825147
T001062,E00182,IEF047,IA12,Kolda,rural,H,fonctionnaire,instituteur,4,0.8354399270218852
T001063,E00183,IEF026,IA06,Saint-Louis,rural,F,contractuel,instituteur adjoint,0,0.7611563229819959
T001064,E00183,IEF026,IA06,Saint-Louis,rural,F,contractuel,instituteur,4,0.682836028738117
T001065,E00183,IEF026,IA06,Saint-Louis,rural,F,fonctionnaire,instituteur adjoint,2,0.900613785188979
T001066,E00184,IEF017,IA04,Thiès,urbain,H,fonctionnaire,vacataire,16,0.8868545339101643
T001067,E00184,IEF017,IA04,Thiès,urbain,F,fonctionnaire,instituteur,9,0.9063613598048486
T001068,E00184,IEF017,IA04,Thiès,urbain,H,fonctionnaire,instituteur,11,0.9298029236133127
T001069,E00184,IEF017,IA04,Thiès,urbain,F,fonctionnaire,instituteur,2,0.9015540962459427
T001070,E00185,IEF035,IA08,Louga,urbain,H,fonctionnaire,instituteur,0,0.827085667242055
T001071,E00185,IEF035,IA08,Louga,urbain,H,contractuel,instituteur,4,0.6406808005384322
T001072,E00185,IEF035,IA08,Louga,urbain,F,contractuel,instituteur,5,0.6960489673151385
T001073,E00185,IEF035,IA08,Louga,urbain,F,fonctionnaire,instituteur adjoint,17,0.7460807366074511
T001074,E00185,IEF035,IA08,Louga,urbain,H,contractuel,instituteur adjoint,2,0.5357853316066074
T001075,E00185,IEF035,IA08,Louga,urbain,H,contractuel,instituteur,11,0.7500789167920311
T001076,E00186,IEF010,IA03,Dakar,urbain,H,fonctionnaire,instituteur adjoint,18,0.8610369544994516
T001077,E00186,IEF010,IA03,Dakar,urbain,H,fonctionnaire,instituteur adjoint,5,0.7936941730651403
T001078,E00186,IEF010,IA03,Dakar,urbain,H,fonctionnaire,instituteur adjoint,14,0.9196124482404355
T001079,E00186,IEF010,IA03,Dakar,urbain,F,fonctionnaire,instituteur adjoint,5,0.9200167618220706
T001080,E00186,IEF010,IA03,Dakar,urbain,F,fonctionnaire,instituteur,18,0.7065854172213393
T001081,E00186,IEF010,IA03,Dakar,urbain,F,contractuel,vacataire,4,0.8378988414829365
T001082,E00186,IEF010,IA03,Dakar,urbain,H,contractuel,instituteur adjoint,22,0.8346607521438204
T001083,E00186,IEF010,IA03,Dakar,urbain,F,contractuel,instituteur,11,0.8383786373976092
T001084,E00186,IEF010,IA03,Dakar,urbain,F,fonctionnaire,vacataire,6,0.9430465497666004
T001085,E00186,IEF010,IA03,Dakar,urbain,H,contractuel,instituteur,3,0.8680181586989711
T001086,E00187,IEF010,IA03,Dakar,urbain,H,fonctionnaire,instituteur adjoint,6,0.9064319902655498
T001087,E00187,IEF010,IA03,Dakar,urbain,H,fonctionnaire,instituteur,19,0.939479926284638
T001088,E00187,IEF010,IA03,Dakar,urbain,F,contractuel,instituteur,13,0.7945069037421838
T001089,E00187,IEF010,IA03,Dakar,urbain,F,contractuel,instituteur adjoint,8,0.8619707687678205
T001090,E00187,IEF010,IA03,Dakar,urbain,F,fonctionnaire,vacataire,10,0.9302177597819026
T001091,E00187,IEF010,IA03,Dakar,urbain,F,contractuel,vacataire,5,0.7690580229752623
T001092,E00188,IEF038,IA09,Fatick,urbain,H,contractuel,instituteur,15,0.9001031203740032
T001093,E00188,IEF038,IA09,Fatick,urbain,H,fonctionnaire,vacataire,15,0.928497139524835
T001094,E00188,IEF038,IA09,Fatick,urbain,F,fonctionnaire,vacataire,8,0.9413093909999145
T001095,E00188,IEF038,IA09,Fatick,urbain,H,contractuel,instituteur adjoint,3,0.842961075433977
T001096,E00188,IEF038,IA09,Fatick,urbain,H,fonctionnaire,instituteur adjoint,8,0.9227908528193004
T001097,E00188,IEF038,IA09,Fatick,urbain,F,contractuel,instituteur,10,0.8644058937767963
T001098,E00188,IEF038,IA09,Fatick,urbain,F,fonctionnaire,instituteur adjoint,15,0.8526948643084068
T001099,E00188,IEF038,IA09,Fatick,urbain,F,fonctionnaire,instituteur,19,0.9140971838466014
T001100,E00188,IEF038,IA09,Fatick,urbain,H,fonctionnaire,instituteur,12,0.962370830093944
T001101,E00188,IEF038,IA09,Fatick,urbain,H,fonctionnaire,instituteur,18,0.9341182081425101
T001102,E00188,IEF038,IA09,Fatick,urbain,F,fonctionnaire,vacataire,19,0.8862580890602274
T001103,E00189,IEF002,IA01,Dakar,urbain,H,contractuel,instituteur,4,0.901382759959553
T001104,E00189,IEF002,IA01,Dakar,urbain,F,fonctionnaire,instituteur adjoint,6,0.861962505651287
T001105,E00189,IEF002,IA01,Dakar,urbain,H,contractuel,instituteur,1,0.8135106383454196
T001106,E00189,IEF002,IA01,Dakar,urbain,F,fonctionnaire,instituteur,13,0.958565204015197
T001107,E00189,IEF002,IA01,Dakar,urbain,H,fonctionnaire,instituteur adjoint,3,0.9313929376540678
T001108,E00189,IEF002,IA01,Dakar,urbain,F,fonctionnaire,instituteur,12,0.8713116676767536
T001109,E00189,IEF002,IA01,Dakar,urbain,H,fonctionnaire,instituteur,18,0.9121927658025659
T001110,E00189,IEF002,IA01,Dakar,urbain,F,fonctionnaire,instituteur adjoint,4,0.9107662418686349
T001111,E00189,IEF002,IA01,Dakar,urbain,H,fonctionnaire,vacataire,13,0.9278639037905807
T001112,E00189,IEF002,IA01,Dakar,urbain,F,fonctionnaire,instituteur adjoint,17,0.964539649629488
T001113,E00189,IEF002,IA01,Dakar,urbain,H,fonctionnaire,instituteur adjoint,6,0.9554817317061615
T001114,E00189,IEF002,IA01,Dakar,urbain,F,fonctionnaire,instituteur,10,0.9647991155063409
T001115,E00190,IEF029,IA07,Kaolack,rural,H,fonctionnaire,instituteur adjoint,8,0.8723152285881409
T001116,E00190,IEF029,IA07,Kaolack,rural,F,contractuel,vacataire,12,0.9031865246792309
T001117,E00190,IEF029,IA07,Kaolack,rural,H,fonctionnaire,instituteur adjoint,19,0.7348769569336303
T001118,E00191,IEF018,IA04,Thiès,urbain,F,contractuel,instituteur,16,0.8238137032504613
T001119,E00191,IEF018,IA04,Thiès,urbain,F,fonctionnaire,instituteur,17,0.9063571688217698
T001120,E00191,IEF018,IA04,Thiès,urbain,H,contractuel,vacataire,1,0.7506538951864941
T001121,E00191,IEF018,IA04,Thiès,urbain,F,fonctionnaire,instituteur,22,0.9686908313416307
T001122,E00191,IEF018,IA04,Thiès,urbain,H,contractuel,instituteur adjoint,9,0.8416122412091606
T001123,E00191,IEF018,IA04,Thiès,urbain,F,fonctionnaire,instituteur,6,0.9118390034705534
T001124,E00191,IEF018,IA04,Thiès,urbain,F,contractuel,instituteur,2,0.6911070920068807
T001125,E00191,IEF018,IA04,Thiès,urbain,F,contractuel,instituteur,5,0.8952975468498705
T001126,E00191,IEF018,IA04,Thiès,urbain,F,fonctionnaire,instituteur,14,0.9528244935388837
T001127,E00191,IEF018,IA04,Thiès,urbain,F,fonctionnaire,vacataire,17,0.9246213902055271
T001128,E00191,IEF018,IA04,Thiès,urbain,F,fonctionnaire,instituteur adjoint,4,0.9395065071048957
T001129,E00192,IEF025,IA06,Saint-Louis,rural,H,contractuel,vacataire,7,0.7199172385050595
T001130,E00192,IEF025,IA06,Saint-Louis,rural,F,fonctionnaire,vacataire,0,0.8874831342114686
T001131,E00193,IEF047,IA12,Kolda,rural,H,fonctionnaire,instituteur,7,0.9348264601516483
T001132,E00193,IEF047,IA12,Kolda,rural,F,fonctionnaire,vacataire,15,0.8162800665024631
T001133,E00193,IEF047,IA12,Kolda,rural,H,contractuel,instituteur,0,0.6813883150957867
T001134,E00193,IEF047,IA12,Kolda,rural,H,contractuel,instituteur adjoint,0,0.8622364765830277
T001135,E00193,IEF047,IA12,Kolda,rural,F,fonctionnaire,instituteur adjoint,11,0.6984558276590298
T001136,E00194,IEF050,IA13,Tambacounda,urbain,F,contractuel,instituteur adjoint,11,0.632961651595296
T001137,E00194,IEF050,IA13,Tambacounda,urbain,F,contractuel,instituteur,13,0.5826089097813709
T001138,E00194,IEF050,IA13,Tambacounda,urbain,F,contractuel,instituteur adjoint,7,0.5201821064902591
T001139,E00194,IEF050,IA13,Tambacounda,urbain,H,contractuel,instituteur adjoint,4,0.5996490279381219
T001140,E00194,IEF050,IA13,Tambacounda,urbain,H,fonctionnaire,instituteur,15,0.8015284524254025
T001141,E00194,IEF050,IA13,Tambacounda,urbain,H,contractuel,instituteur,15,0.5543689567123229
T001142,E00194,IEF050,IA13,Tambacounda,urbain,F,contractuel,instituteur adjoint,4,0.7447301198621914
T001143,E00195,IEF036,IA09,Fatick,rural,F,fonctionnaire,instituteur,6,0.9088951053240367
T001144,E00195,IEF036,IA09,Fatick,rural,F,fonctionnaire,instituteur,11,0.949840252574909
T001145,E00195,IEF036,IA09,Fatick,rural,F,contractuel,vacataire,14,0.9075870269405936
T001146,E00195,IEF036,IA09,Fatick,rural,H,contractuel,instituteur,0,0.8790243710158623
T001147,E00195,IEF036,IA09,Fatick,rural,F,contractuel,instituteur adjoint,0,0.9241715234923924
T001148,E00196,IEF005,IA02,Dakar,urbain,F,contractuel,instituteur adjoint,0,0.8035814792478891
T001149,E00196,IEF005,IA02,Dakar,urbain,F,fonctionnaire,instituteur adjoint,9,0.8091769736519446
T001150,E00196,IEF005,IA02,Dakar,urbain,F,fonctionnaire,instituteur,3,0.8242712307218704
T001151,E00196,IEF005,IA02,Dakar,urbain,H,contractuel,instituteur adjoint,2,0.7741711736187449
T001152,E00196,IEF005,IA02,Dakar,urbain,H,fonctionnaire,instituteur adjoint,15,0.8305391132110662
T001153,E00197,IEF028,IA06,Saint-Louis,urbain,H,contractuel,instituteur,14,0.734695270279622
T001154,E00197,IEF028,IA06,Saint-Louis,urbain,H,fonctionnaire,instituteur,7,0.8401953823889354
T001155,E00197,IEF028,IA06,Saint-Louis,urbain,F,fonctionnaire,instituteur,19,0.8057869306948343
T001156,E00197,IEF028,IA06,Saint-Louis,urbain,H,fonctionnaire,instituteur adjoint,8,0.8776985555355431
T001157,E00197,IEF028,IA06,Saint-Louis,urbain,F,fonctionnaire,instituteur,15,0.8048145777260511
T001158,E00198,IEF043,IA11,Ziguinchor,urbain,F,contractuel,instituteur,7,0.7180565678186639
T001159,E00198,IEF043,IA11,Ziguinchor,urbain,F,contractuel,instituteur adjoint,8,0.6982011403387048
T001160,E00198,IEF043,IA11,Ziguinchor,urbain,F,fonctionnaire,vacataire,15,0.8215000293866761
T001161,E00198,IEF043,IA11,Ziguinchor,urbain,F,contractuel,instituteur,7,0.7791482043132547
T001162,E00198,IEF043,IA11,Ziguinchor,urbain,H,fonctionnaire,instituteur,21,0.823501334333271
T001163,E00198,IEF043,IA11,Ziguinchor,urbain,F,contractuel,instituteur,5,0.853125276560484
T001164,E00198,IEF043,IA11,Ziguinchor,urbain,H,fonctionnaire,instituteur adjoint,14,0.7772588220128299
T001165,E00198,IEF043,IA11,Ziguinchor,urbain,H,fonctionnaire,instituteur adjoint,10,0.9085890565491811
T001166,E00198,IEF043,IA11,Ziguinchor,urbain,H,contractuel,instituteur adjoint,7,0.7551981453243989
T001167,E00198,IEF043,IA11,Ziguinchor,urbain,H,contractuel,instituteur adjoint,7,0.8112886354793302
T001168,E00199,IEF042,IA11,Ziguinchor,urbain,H,contractuel,instituteur,0,0.7931757596344355
T001169,E00199,IEF042,IA11,Ziguinchor,urbain,F,fonctionnaire,vacataire,3,0.6748227578804095
T001170,E00199,IEF042,IA11,Ziguinchor,urbain,F,fonctionnaire,instituteur,9,0.8893334650255474
T001171,E00199,IEF042,IA11,Ziguinchor,urbain,H,contractuel,instituteur adjoint,14,0.6018926677228749
T001172,E00199,IEF042,IA11,Ziguinchor,urbain,H,contractuel,instituteur adjoint,2,0.8406709059808191
T001173,E00199,IEF042,IA11,Ziguinchor,urbain,F,contractuel,instituteur,3,0.6005031892756492
T001174,E00199,IEF042,IA11,Ziguinchor,urbain,H,contractuel,vacataire,8,0.7610682263793186
T001175,E00199,IEF042,IA11,Ziguinchor,urbain,H,contractuel,instituteur adjoint,4,0.5680505579050719
T001176,E00200,IEF037,IA09,Fatick,urbain,H,fonctionnaire,instituteur,9,0.9076384549941848
T001177,E00200,IEF037,IA09,Fatick,urbain,H,fonctionnaire,vacataire,15,0.8943458586338916
T001178,E00200,IEF037,IA09,Fatick,urbain,H,contractuel,instituteur,8,0.8019178741135371
T001179,E00200,IEF037,IA09,Fatick,urbain,F,fonctionnaire,instituteur,5,0.8425549501236241
T001180,E00200,IEF037,IA09,Fatick,urbain,H,fonctionnaire,instituteur,14,0.9430148021180359
T001181,E00200,IEF037,IA09,Fatick,urbain,H,contractuel,instituteur adjoint,12,0.7651824164827038
T001182,E00200,IEF037,IA09,Fatick,urbain,H,fonctionnaire,instituteur adjoint,1,0.9334322281414008
T001183,E00200,IEF037,IA09,Fatick,urbain,F,contractuel,instituteur,9,0.9014221732179306
T001184,E00200,IEF037,IA09,Fatick,urbain,H,contractuel,instituteur,1,0.8547967319718346
T001185,E00200,IEF037,IA09,Fatick,urbain,H,contractuel,vacataire,1,0.74881287082282455
T001186,E00200,IEF037,IA09,Fatick,urbain,H,fonctionnaire,instituteur adjoint,9,0.913783608181791
T001187,E00200,IEF037,IA09,Fatick,urbain,F,fonctionnaire,instituteur,7,0.9444973912610257
T001188,E00200,IEF037,IA09,Fatick,urbain,F,contractuel,instituteur adjoint,6,0.9197600801080729
T001189,E00200,IEF037,IA09,Fatick,urbain,H,fonctionnaire,instituteur adjoint,13,0.9275386560802353
T001190,E00200,IEF037,IA09,Fatick,urbain,F,fonctionnaire,instituteur,8,0.9203628985767981
T001191,E00200,IEF037,IA09,Fatick,urbain,H,fonctionnaire,instituteur,11,0.8228834363682906
T001192,E00200,IEF037,IA09,Fatick,urbain,F,fonctionnaire,instituteur,6,0.9287712905597092
T001193,E00200,IEF037,IA09,Fatick,urbain,H,fonctionnaire,vacataire,21,0.9101939217893421
T001194,E00201,IEF011,IA03,Dakar,urbain,F,fonctionnaire,instituteur,9,0.8638358282467686
T001195,E00201,IEF011,IA03,Dakar,urbain,H,fonctionnaire,instituteur,4,0.9056932831862995
T001196,E00201,IEF011,IA03,Dakar,urbain,F,fonctionnaire,vacataire,13,0.8400147180255234
T001197,E00201,IEF011,IA03,Dakar,urbain,H,fonctionnaire,instituteur adjoint,7,0.9264951891441405
T001198,E00201,IEF011,IA03,Dakar,urbain,H,fonctionnaire,vacataire,16,0.8908330224537031
T001199,E00201,IEF011,IA03,Dakar,urbain,H,contractuel,instituteur,0,0.9097530333524725
T001200,E00201,IEF011,IA03,Dakar,urbain,F,fonctionnaire,instituteur adjoint,25,0.9169590763659017
T001201,E00201,IEF011,IA03,Dakar,urbain,F,contractuel,instituteur,0,0.8398737276565008
T001202,E00202,IEF041,IA10,Kaffrine,rural,H,contractuel,instituteur,0,0.5854276056502613
T001203,E00202,IEF041,IA10,Kaffrine,rural,H,contractuel,instituteur,0,0.5731964304641577
T001204,E00202,IEF041,IA10,Kaffrine,rural,H,contractuel,instituteur adjoint,1,0.4252191878333094
T001205,E00202,IEF041,IA10,Kaffrine,rural,H,contractuel,instituteur,7,0.46368007123906435
T001206,E00202,IEF041,IA10,Kaffrine,rural,F,fonctionnaire,instituteur adjoint,19,0.5161114233443914
T001207,E00203,IEF016,IA04,Thiès,urbain,H,fonctionnaire,vacataire,9,0.8907518056582513
T001208,E00203,IEF016,IA04,Thiès,urbain,F,fonctionnaire,instituteur,14,0.9109098444581418
T001209,E00203,IEF016,IA04,Thiès,urbain,H,fonctionnaire,instituteur,12,0.88169972135122
T001210,E00203,IEF016,IA04,Thiès,urbain,H,fonctionnaire,instituteur,18,0.9416003717548322
T001211,E00203,IEF016,IA04,Thiès,urbain,H,fonctionnaire,instituteur adjoint,0,0.9631067243726705
T001212,E00203,IEF016,IA04,Thiès,urbain,H,fonctionnaire,instituteur,12,0.8828419056258994
T001213,E00204,IEF047,IA12,Kolda,urbain,H,fonctionnaire,instituteur,13,0.8315530823395897
T001214,E00204,IEF047,IA12,Kolda,urbain,F,contractuel,instituteur adjoint,0,0.8183494476237603
T001215,E00204,IEF047,IA12,Kolda,urbain,F,fonctionnaire,instituteur adjoint,11,0.8213708426191347
T001216,E00204,IEF047,IA12,Kolda,urbain,H,fonctionnaire,instituteur adjoint,5,0.8683713814394755
T001217,E00204,IEF047,IA12,Kolda,urbain,F,contractuel,instituteur adjoint,2,0.8626425852970921
T001218,E00205,IEF032,IA07,Kaolack,urbain,F,contractuel,instituteur,0,0.6979173553717238
T001219,E00205,IEF032,IA07,Kaolack,urbain,H,fonctionnaire,vacataire,13,0.8935111296342331
T001220,E00205,IEF032,IA07,Kaolack,urbain,H,fonctionnaire,instituteur adjoint,11,0.8939479317058604
T001221,E00205,IEF032,IA07,Kaolack,urbain,F,fonctionnaire,instituteur,18,0.8431814817039517
T001222,E00205,IEF032,IA07,Kaolack,urbain,F,contractuel,instituteur adjoint,11,0.905450336010316
T001223,E00205,IEF032,IA07,Kaolack,urbain,F,contractuel,instituteur,2,0.8611289271640579
T001224,E00205,IEF032,IA07,Kaolack,urbain,F,fonctionnaire,vacataire,20,0.9725509032014895
T001225,E00205,IEF032,IA07,Kaolack,urbain,F,fonctionnaire,instituteur,17,0.9034198034224143
T001226,E00206,IEF037,IA09,Fatick,rural,H,fonctionnaire,instituteur,16,0.9280816552584276
T001227,E00206,IEF037,IA09,Fatick,rural,F,contractuel,instituteur,10,0.8383505073232423
T001228,E00206,IEF037,IA09,Fatick,rural,H,fonctionnaire,instituteur adjoint,20,0.9254055166024271
T001229,E00206,IEF037,IA09,Fatick,rural,F,fonctionnaire,instituteur,15,0.8997839909176356
T001230,E00206,IEF037,IA09,Fatick,rural,H,fonctionnaire,instituteur adjoint,13,0.9041193623901194
T001231,E00206,IEF037,IA09,Fatick,rural,H,fonctionnaire,instituteur adjoint,17,0.9223124722118631
T001232,E00207,IEF045,IA12,Kolda,rural,H,fonctionnaire,instituteur adjoint,18,0.8303500197726816
T001233,E00207,IEF045,IA12,Kolda,rural,H,fonctionnaire,instituteur adjoint,14,0.9038085883711593
T001234,E00207,IEF045,IA12,Kolda,rural,H,contractuel,instituteur,1,0.6677019537508937
T001235,E00207,IEF045,IA12,Kolda,rural,F,contractuel,instituteur adjoint,0,0.8594844672879384
T001236,E00208,IEF018,IA04,Thiès,urbain,H,contractuel,instituteur,0,0.9396310946494226
T001237,E00208,IEF018,IA04,Thiès,urbain,F,fonctionnaire,instituteur adjoint,14,0.9615566872652562
T001238,E00208,IEF018,IA04,Thiès,urbain,F,fonctionnaire,instituteur,7,0.9066829698181975
T001239,E00208,IEF018,IA04,Thiès,urbain,F,fonctionnaire,instituteur adjoint,10,0.8459056020745431
T001240,E00208,IEF018,IA04,Thiès,urbain,H,contractuel,instituteur adjoint,2,0.8972461178028182
T001241,E00208,IEF018,IA04,Thiès,urbain,H,fonctionnaire,instituteur,4,0.8817511288749343
T001242,E00208,IEF018,IA04,Thiès,urbain,F,contractuel,instituteur adjoint,9,0.895830271156668
T001243,E00208,IEF018,IA04,Thiès,urbain,F,fonctionnaire,instituteur adjoint,15,0.7795272849476858
T001244,E00208,IEF018,IA04,Thiès,urbain,F,contractuel,instituteur,2,0.901934484180472
T001245,E00208,IEF018,IA04,Thiès,urbain,H,fonctionnaire,instituteur,9,0.8577788392320239
T001246,E00209,IEF003,IA01,Dakar,urbain,H,contractuel,instituteur,1,0.8788852299407677
T001247,E00209,IEF003,IA01,Dakar,urbain,H,fonctionnaire,vacataire,17,0.9508828629763015
T001248,E00209,IEF003,IA01,Dakar,urbain,F,fonctionnaire,instituteur,8,0.8708318675226854
T001249,E00209,IEF003,IA01,Dakar,urbain,H,fonctionnaire,vacataire,15,0.8782033719946862
T001250,E00209,IEF003,IA01,Dakar,urbain,H,contractuel,vacataire,0,0.9019839608589776
T001251,E00209,IEF003,IA01,Dakar,urbain,H,contractuel,vacataire,10,0.967395409892287
T001252,E00209,IEF003,IA01,Dakar,urbain,F,fonctionnaire,instituteur,17,0.9392835802770522
T001253,E00209,IEF003,IA01,Dakar,urbain,F,contractuel,instituteur,12,0.8212830304162042
T001254,E00209,IEF003,IA01,Dakar,urbain,F,contractuel,instituteur adjoint,11,0.9424668060152608
T001255,E00210,IEF034,IA08,Louga,rural,F,fonctionnaire,instituteur adjoint,12,0.8075190869927568
T001256,E00210,IEF034,IA08,Louga,rural,F,fonctionnaire,instituteur,8,0.8555993207888948
T001257,E00211,IEF055,IA16,Kédougou,rural,H,contractuel,vacataire,9,0.7040606185370017
T001258,E00211,IEF055,IA16,Kédougou,rural,H,fonctionnaire,instituteur adjoint,11,0.6610118310011834
T001259,E00212,IEF031,IA07,Kaolack,rural,H,contractuel,vacataire,0,0.9026383716422173
T001260,E00212,IEF031,IA07,Kaolack,rural,H,fonctionnaire,instituteur,18,0.9369788707707123
T001261,E00212,IEF031,IA07,Kaolack,rural,F,fonctionnaire,vacataire,3,0.9336006646178182
T001262,E00213,IEF015,IA04,Thiès,rural,H,fonctionnaire,instituteur adjoint,1,0.9239222455153362
T001263,E00213,IEF015,IA04,Thiès,rural,H,fonctionnaire,instituteur,9,0.9280025341136087
T001264,E00213,IEF015,IA04,Thiès,rural,F,contractuel,instituteur,0,0.8505471167896679
T001265,E00213,IEF015,IA04,Thiès,rural,F,contractuel,instituteur,15,0.9232464644419845
T001266,E00213,IEF015,IA04,Thiès,rural,H,contractuel,instituteur,5,0.87218868833883
T001267,E00214,IEF037,IA09,Fatick,rural,F,fonctionnaire,instituteur,22,0.9559896987406915
T001268,E00214,IEF037,IA09,Fatick,rural,F,fonctionnaire,instituteur,17,0.8464956200188615
T001269,E00214,IEF037,IA09,Fatick,rural,H,fonctionnaire,instituteur adjoint,16,0.8424718643603477
T001270,E00214,IEF037,IA09,Fatick,rural,H,contractuel,instituteur adjoint,10,0.8376010560326935
T001271,E00214,IEF037,IA09,Fatick,rural,H,fonctionnaire,instituteur,3,0.864903665831703
T001272,E00215,IEF045,IA12,Kolda,urbain,H,contractuel,instituteur adjoint,0,0.7240290036202338
T001273,E00215,IEF045,IA12,Kolda,urbain,H,contractuel,instituteur,0,0.7730717075641783
T001274,E00215,IEF045,IA12,Kolda,urbain,F,fonctionnaire,instituteur adjoint,15,0.7079562417863818
T001275,E00215,IEF045,IA12,Kolda,urbain,H,fonctionnaire,vacataire,8,0.722642692890875
T001276,E00216,IEF008,IA02,Dakar,urbain,F,contractuel,instituteur,0,0.7687950623987286
T001277,E00216,IEF008,IA02,Dakar,urbain,F,fonctionnaire,vacataire,15,0.8879237643204743
T001278,E00216,IEF008,IA02,Dakar,urbain,F,contractuel,vacataire,9,0.755917189942818
T001279,E00216,IEF008,IA02,Dakar,urbain,H,contractuel,vacataire,11,0.9263815550829222
T001280,E00216,IEF008,IA02,Dakar,urbain,F,contractuel,instituteur adjoint,12,0.6997808606599607
T001281,E00216,IEF008,IA02,Dakar,urbain,F,contractuel,instituteur,12,0.7003487841941407
T001282,E00216,IEF008,IA02,Dakar,urbain,H,contractuel,vacataire,4,0.552732069347047
T001283,E00217,IEF001,IA01,Dakar,urbain,H,fonctionnaire,instituteur,26,0.9004038249932156
T001284,E00217,IEF001,IA01,Dakar,urbain,F,fonctionnaire,instituteur adjoint,16,0.9625885360512024
T001285,E00217,IEF001,IA01,Dakar,urbain,H,contractuel,instituteur,2,0.8803218101028917
T001286,E00217,IEF001,IA01,Dakar,urbain,F,contractuel,vacataire,0,0.9064438739392856
T001287,E00217,IEF001,IA01,Dakar,urbain,F,contractuel,instituteur adjoint,10,0.8337701649720545
T001288,E00217,IEF001,IA01,Dakar,urbain,F,fonctionnaire,instituteur adjoint,2,0.9591557882197124
T001289,E00217,IEF001,IA01,Dakar,urbain,H,fonctionnaire,instituteur,15,0.8889778174074955
T001290,E00217,IEF001,IA01,Dakar,urbain,H,fonctionnaire,instituteur,7,0.9343106623157176
T001291,E00217,IEF001,IA01,Dakar,urbain,H,fonctionnaire,instituteur,10,0.9435155754308499
T001292,E00218,IEF003,IA01,Dakar,urbain,H,contractuel,instituteur adjoint,11,0.8659882084762063
T001293,E00218,IEF003,IA01,Dakar,urbain,H,fonctionnaire,instituteur adjoint,5,0.8872895267830232
T001294,E00218,IEF003,IA01,Dakar,urbain,F,fonctionnaire,instituteur,2,0.952373406665868
T001295,E00218,IEF003,IA01,Dakar,urbain,H,fonctionnaire,instituteur adjoint,11,0.9611276994943364
T001296,E00218,IEF003,IA01,Dakar,urbain,F,fonctionnaire,instituteur,12,0.9562756636021242
T001297,E00218,IEF003,IA01,Dakar,urbain,F,contractuel,instituteur,0,0.8801010866812372
T001298,E00218,IEF003,IA01,Dakar,urbain,H,fonctionnaire,instituteur,12,0.9538615100457601
T001299,E00218,IEF003,IA01,Dakar,urbain,H,contractuel,vacataire,8,0.943960005481718
T001300,E00218,IEF003,IA01,Dakar,urbain,F,fonctionnaire,instituteur adjoint,14,0.9205156571630204
T001301,E00219,IEF032,IA07,Kaolack,urbain,H,fonctionnaire,instituteur,8,0.7999107890106006
T001302,E00219,IEF032,IA07,Kaolack,urbain,F,fonctionnaire,instituteur adjoint,0,0.9235400547361089
T001303,E00219,IEF032,IA07,Kaolack,urbain,F,fonctionnaire,vacataire,11,0.8797234985798407
T001304,E00219,IEF032,IA07,Kaolack,urbain,F,contractuel,vacataire,0,0.8934169661516157
T001305,E00219,IEF032,IA07,Kaolack,urbain,F,contractuel,instituteur adjoint,6,0.8760667678084222
T001306,E00219,IEF032,IA07,Kaolack,urbain,H,fonctionnaire,vacataire,3,0.7916642726303756
T001307,E00219,IEF032,IA07,Kaolack,urbain,F,contractuel,instituteur,0,0.9364059838218297
T001308,E00219,IEF032,IA07,Kaolack,urbain,H,fonctionnaire,instituteur,15,0.8313877719411592
T001309,E00219,IEF032,IA07,Kaolack,urbain,H,contractuel,vacataire,5,0.8316812566328126
T001310,E00219,IEF032,IA07,Kaolack,urbain,F,fonctionnaire,instituteur adjoint,5,0.9315444331246812
T001311,E00219,IEF032,IA07,Kaolack,urbain,F,contractuel,instituteur,10,0.8342777161754484
T001312,E00220,IEF024,IA05,Diourbel,rural,H,contractuel,instituteur,0,0.5910549885363986
T001313,E00220,IEF024,IA05,Diourbel,rural,H,fonctionnaire,instituteur,13,0.6556902771700044
T001314,E00220,IEF024,IA05,Diourbel,rural,H,contractuel,instituteur,4,0.2826915692043649
T001315,E00220,IEF024,IA05,Diourbel,rural,H,contractuel,instituteur,5,0.47040327068358334
T001316,E00220,IEF024,IA05,Diourbel,rural,F,contractuel,instituteur,10,0.5787811163428618
T001317,E00220,IEF024,IA05,Diourbel,rural,H,contractuel,vacataire,8,0.6088535381016238
T001318,E00221,IEF010,IA03,Dakar,urbain,H,fonctionnaire,instituteur,12,0.9473206368448986
T001319,E00221,IEF010,IA03,Dakar,urbain,H,fonctionnaire,vacataire,7,0.9216987439665075
T001320,E00221,IEF010,IA03,Dakar,urbain,H,fonctionnaire,instituteur adjoint,13,0.9576348127925852
